"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"C410828","Search by full product name and click the magnify button > Check GA report","","","Medium","Search event","0","","Search event","","Step Description:
Enter the full product name into the Search bar (ex. BALISTO MUESLI MIX GREEN BOX 20X37GR)
Click on the magnify button


Expected Result:
1. The search result page is opened
2. The list of products is shown","","1. The search result page is opened
2. The list of products is shown","","Enter the full product name into the Search bar (ex. BALISTO MUESLI MIX GREEN BOX 20X37GR)
Click on the magnify button

","Other"
"","","","","","","","","","","
Step Description:
Go to GA account &gt; settings &gt; Admin &gt; DebugView
Check search event &gt; open details
Check search_term
Expected Result:
1. The search event is displayed in the report
2. The search_term is appropriate for the last query

-------------------------------------------------------------


 ![](index.php?/attachments/get/cd74fcb8-550b-4b41-bb96-158316130081) 
","","1. The search event is displayed in the report
2. The search_term is appropriate for the last query

-------------------------------------------------------------


 ![](index.php?/attachments/get/cd74fcb8-550b-4b41-bb96-158316130081) 
","","Go to GA account &gt; settings &gt; Admin &gt; DebugView
Check search event &gt; open details
Check search_term",""
"C410829","Search by View all results button > Check GA","","","Medium","Search event","0","","Search event","","Step Description:
Enter part of the product name into the Search bar (ex. Vizio)
Wait for a drop-down
Click on the View All Results button
Expected Result:
The search result page is opened","","The search result page is opened","","Enter part of the product name into the Search bar (ex. Vizio)
Wait for a drop-down
Click on the View All Results button","Other"
"","","","","","","","","","","
Step Description:
Go to GA account &gt; settings &gt; Admin &gt; DebugView
Check search event &gt; open details
Check search_term
Expected Result:
The search event is displayed in the report
The search_term is appropriate for the last query","","The search event is displayed in the report
The search_term is appropriate for the last query","","Go to GA account &gt; settings &gt; Admin &gt; DebugView
Check search event &gt; open details
Check search_term",""
"C410830","Search by product SKU > Check GA report","","","Medium","Search event","0","","Search event","","Step Description:
Enter SKU into the Search bar
Hit the Enter
Expected Result:
1. The search result page is opened
2. The list of products is shown","","1. The search result page is opened
2. The list of products is shown","","Enter SKU into the Search bar
Hit the Enter","Other"
"","","","","","","","","","","
Step Description:
Go to GA account &gt; settings &gt; Admin &gt; DebugView
Check search event &gt; open details
Check search_term
Expected Result:
1. The search event is displayed in the report
2. The search_term is appropriate for the last query



","","1. The search event is displayed in the report
2. The search_term is appropriate for the last query



","","Go to GA account &gt; settings &gt; Admin &gt; DebugView
Check search event &gt; open details
Check search_term",""
"C410831","Search by category > Check GA report","","","Medium","Search event","0","","Search event","","Step Description:
Enter the category name into the Search bar (ex.Printers)
Hit the Enter
Expected Result:
The search result page is opened
The list of products is shown","","The search result page is opened
The list of products is shown","","Enter the category name into the Search bar (ex.Printers)
Hit the Enter","Other"
"","","","","","","","","","","
Step Description:
Go to GA account &gt; settings &gt; Admin &gt; DebugView
Check search event &gt; open details
Check search_term
Expected Result:
1. The search event is displayed in the report
2. The search_term is appropriate for the last query","","1. The search event is displayed in the report
2. The search_term is appropriate for the last query","","Go to GA account &gt; settings &gt; Admin &gt; DebugView
Check search event &gt; open details
Check search_term",""
"C410832","Search by pages > Check GA report","","","Medium","Search event","0","","Search event","","","","","","","Other"
"C410842","View item > Product page","","","Medium","View Item event","0","","View Item event","","Step Description:
Go to Storefront
Click on Catalog menu &gt; Click on a category (ex.Home &gt; Living room)
Go to the product page (ex.Sofa)
Expected Result:
The product page is opened","","The product page is opened","","Go to Storefront
Click on Catalog menu &gt; Click on a category (ex.Home &gt; Living room)
Go to the product page (ex.Sofa)","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose View_item &gt; Select Parameter name: page_location or page_title
Expected Result:
The appropriate URL address is displayed in the report



  
 ![](index.php?/attachments/get/5dfe52e2-02ae-431a-b9ba-36de32e8b2f0)","","The appropriate URL address is displayed in the report



  
 ![](index.php?/attachments/get/5dfe52e2-02ae-431a-b9ba-36de32e8b2f0)","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose View_item &gt; Select Parameter name: page_location or page_title",""
"C410841","View cart","","","High","View cart event","0","","View cart event","","Step Description:
Go to Storefront
Add product to cart
Open the cart several times


Expected Result:
The user sees the cart with products","","The user sees the cart with products","","Go to Storefront
Add product to cart
Open the cart several times

","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments

Expected Result:
The Checkout page is displayed in the report 

 
","","The Checkout page is displayed in the report 

 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments
",""
"C410833","Add to cart","https://virtowayqa.testrail.io/index.php?/attachments/get/1000004006","","High","Add to cart event","0","","Add to cart event","","Step Description:
Go to Storefront
Catalog > Category
Add several products to the cart from the category page
Add products with variations
Add product from the product page
Expected Result:
All products were added to the cart","","All products were added to the cart","","Go to Storefront
Catalog > Category
Add several products to the cart from the category page
Add products with variations
Add product from the product page","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments
Choose add_to_cart > Select Parameter name: page_title

Expected Result:
The appropriate products are displayed in the report. 

 ![](index.php?/attachments/get/1000004006) 


","","The appropriate products are displayed in the report. 

 ![](index.php?/attachments/get/1000004006) 


","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments
Choose add_to_cart > Select Parameter name: page_title
",""
"C410843","Remove from cart > 1 item","","","High","Remove from cart event","0","","Remove from cart event","","Step Description:
Go to cart
Remove one item


Expected Result:
The item is removed from the cart","","The item is removed from the cart","","Go to cart
Remove one item

","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments
Choose remove_from_cart > Select Parameter name: page_title
Expected Result:
Only 1 event was sent to the report

  
","","Only 1 event was sent to the report

  
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar > Reports > Interaction
Developments
Choose remove_from_cart > Select Parameter name: page_title",""
"C410844","Remove from cart > Multiple items","https://virtowayqa.testrail.io/index.php?/attachments/get/1000003793, https://virtowayqa.testrail.io/index.php?/attachments/get/1000000188","","Medium","Remove from cart event","0","","Remove from cart event","","Step Description:
Go to cart
Remove 9 items


Expected Result:
The items were removed from the cart","","The items were removed from the cart","","Go to cart
Remove 9 items

","Other"
"","","","","","","","","","","
Step Description:
Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose remove_from_cart &gt; Select Parameter name: page_title
Expected Result:
9 events were sent to the report

 ![](index.php?/attachments/get/d72abb48-2604-461d-aa40-c4208c789cdb) 
","","9 events were sent to the report

 ![](index.php?/attachments/get/d72abb48-2604-461d-aa40-c4208c789cdb) 
","","Go to the GA website https://analytics.google.com/analytics/web
Click on Left sidebar &gt; Reports &gt; Interaction
Developments
Choose remove_from_cart &gt; Select Parameter name: page_title",""
